PolicyID,Name,DOB,PolicyNumber,InsuranceType,IssueDate,ExpiryDate,PremiumAmount,AccountNumber,IFSCCode,GSTNumber,FamilyID,NomineeName,Details
INS-734169,Ian Blake,2003-01-07,6206085,Home,2022-02-28,2025-07-09,19418.75,ZIOC76668369758327,TTZL02310,84LTD9019Z4,FID-1012,Susan Norton,"Ian Blake holds a Home insurance with policy number 6206085. It was issued on 2022-02-28 and is valid till 2025-07-09. The premium is ₹19418.75. Family ID: FID-1012. Nominee: Susan Norton. IFSC: TTZL02310, GST: 84LTD9019Z4."
INS-763445,Michael Lester,1967-01-11,6899759,Home,2025-01-19,2028-02-13,36356.17,XWLG79904429983849,RHAA08061,92INC2886Z2,FID-1005,Antonio Frazier,"Michael Lester holds a Home insurance with policy number 6899759. It was issued on 2025-01-19 and is valid till 2028-02-13. The premium is ₹36356.17. Family ID: FID-1005. Nominee: Antonio Frazier. IFSC: RHAA08061, GST: 92INC2886Z2."
INS-959269,Timothy Duncan,2005-02-18,9398302,Health,2023-12-18,2025-10-07,26224.63,AOPU07012521667498,NZSB06541,77LLC3028Z4,FID-1013,Sue Peters,"Timothy Duncan holds a Health insurance with policy number 9398302. It was issued on 2023-12-18 and is valid till 2025-10-07. The premium is ₹26224.63. Family ID: FID-1013. Nominee: Sue Peters. IFSC: NZSB06541, GST: 77LLC3028Z4."
INS-635823,Heather Yates,1971-10-01,7717295,Home,2023-09-26,2027-07-20,40331.63,SCJC90876078951848,NDIJ02782,81LLC6682Z5,FID-1023,Heather Yates,"Heather Yates holds a Home insurance with policy number 7717295. It was issued on 2023-09-26 and is valid till 2027-07-20. The premium is ₹40331.63. Family ID: FID-1023. Nominee: Heather Yates. IFSC: NDIJ02782, GST: 81LLC6682Z5."
INS-612415,Sherry Armstrong,1959-06-26,5958127,Travel,2024-10-04,2029-07-13,8410.24,RDNJ08424038135476,IFLN05403,57LTD7503Z3,FID-1001,Sherry Armstrong,"Sherry Armstrong holds a Travel insurance with policy number 5958127. It was issued on 2024-10-04 and is valid till 2029-07-13. The premium is ₹8410.24. Family ID: FID-1001. Nominee: Sherry Armstrong. IFSC: IFLN05403, GST: 57LTD7503Z3."
INS-716694,Darren Thompson,1996-10-30,2521274,Home,2024-06-01,2028-11-21,4602.39,POZB00520680940839,FYNV03876,42LTD2653Z8,FID-1000,Joseph Roman,"Darren Thompson holds a Home insurance with policy number 2521274. It was issued on 2024-06-01 and is valid till 2028-11-21. The premium is ₹4602.39. Family ID: FID-1000. Nominee: Joseph Roman. IFSC: FYNV03876, GST: 42LTD2653Z8."
INS-896355,Zachary Rodriguez,1963-08-16,6510682,Home,2022-09-14,2026-04-26,20094.74,EJLI46251590033936,NOON01832,62LTD2898Z6,FID-1042,Zachary Rodriguez,"Zachary Rodriguez holds a Home insurance with policy number 6510682. It was issued on 2022-09-14 and is valid till 2026-04-26. The premium is ₹20094.74. Family ID: FID-1042. Nominee: Zachary Rodriguez. IFSC: NOON01832, GST: 62LTD2898Z6."
INS-142048,Jeffery Herman,1979-10-28,2007736,Health,2024-09-13,2026-05-04,38316.86,RHEW75600095051486,CYAG01710,73LLC4695Z4,FID-1038,Jeffery Herman,"Jeffery Herman holds a Health insurance with policy number 2007736. It was issued on 2024-09-13 and is valid till 2026-05-04. The premium is ₹38316.86. Family ID: FID-1038. Nominee: Jeffery Herman. IFSC: CYAG01710, GST: 73LLC4695Z4."
INS-864028,David Burton Jr.,1999-01-01,2791287,Home,2022-04-01,2024-04-18,5461.0,VJHC67819757139519,DNBK04301,38PLC1654Z6,FID-1018,Anna Steele,"David Burton Jr. holds a Home insurance with policy number 2791287. It was issued on 2022-04-01 and is valid till 2024-04-18. The premium is ₹5461.0. Family ID: FID-1018. Nominee: Anna Steele. IFSC: DNBK04301, GST: 38PLC1654Z6."
INS-648676,Michelle Flores,1962-05-19,2051728,Health,2022-01-07,2023-07-11,8447.44,ZOQA73954724291446,FNOY09802,45LTD9622Z2,FID-1049,Michelle Flores,"Michelle Flores holds a Health insurance with policy number 2051728. It was issued on 2022-01-07 and is valid till 2023-07-11. The premium is ₹8447.44. Family ID: FID-1049. Nominee: Michelle Flores. IFSC: FNOY09802, GST: 45LTD9622Z2."
INS-202180,Chad Mccarthy,1958-05-09,4474017,Travel,2023-06-20,2026-09-18,36775.28,VAZM42657895129790,DNJW08133,74LLC4217Z6,FID-1030,Taylor Mason,"Chad Mccarthy holds a Travel insurance with policy number 4474017. It was issued on 2023-06-20 and is valid till 2026-09-18. The premium is ₹36775.28. Family ID: FID-1030. Nominee: Taylor Mason. IFSC: DNJW08133, GST: 74LLC4217Z6."
INS-375444,Robin Richardson,1998-04-27,7488277,Vehicle,2023-11-16,2026-11-14,36839.51,CCSX95235797703881,QGQK02557,11GROUP6087Z9,FID-1043,Robert Li,"Robin Richardson holds a Vehicle insurance with policy number 7488277. It was issued on 2023-11-16 and is valid till 2026-11-14. The premium is ₹36839.51. Family ID: FID-1043. Nominee: Robert Li. IFSC: QGQK02557, GST: 11GROUP6087Z9."
INS-551259,Briana Williams,1965-09-21,5120515,Home,2022-11-02,2025-07-02,9043.1,NMZQ96203208439408,PVPB09297,87INC1344Z3,FID-1018,David Burton Jr.,"Briana Williams holds a Home insurance with policy number 5120515. It was issued on 2022-11-02 and is valid till 2025-07-02. The premium is ₹9043.1. Family ID: FID-1018. Nominee: David Burton Jr.. IFSC: PVPB09297, GST: 87INC1344Z3."
INS-115786,Haley Vaughn,1995-01-30,1015456,Health,2024-07-21,2027-05-03,14211.18,THZD46167716888761,AYCS09236,24LLC4980Z3,FID-1022,Thomas Williams,"Haley Vaughn holds a Health insurance with policy number 1015456. It was issued on 2024-07-21 and is valid till 2027-05-03. The premium is ₹14211.18. Family ID: FID-1022. Nominee: Thomas Williams. IFSC: AYCS09236, GST: 24LLC4980Z3."
INS-219257,Brandon Spence,1968-10-12,9842673,Vehicle,2023-08-12,2024-11-08,20390.86,ETYY83520471946817,HISB04774,69PLC8892Z7,FID-1035,Destiny Franco,"Brandon Spence holds a Vehicle insurance with policy number 9842673. It was issued on 2023-08-12 and is valid till 2024-11-08. The premium is ₹20390.86. Family ID: FID-1035. Nominee: Destiny Franco. IFSC: HISB04774, GST: 69PLC8892Z7."
INS-837579,Michelle Greene,1978-02-08,3700493,Life,2024-03-27,2026-01-05,32836.83,OMPR21961453018186,TUVN04793,69AND S3862Z3,FID-1033,Michelle Greene,"Michelle Greene holds a Life insurance with policy number 3700493. It was issued on 2024-03-27 and is valid till 2026-01-05. The premium is ₹32836.83. Family ID: FID-1033. Nominee: Michelle Greene. IFSC: TUVN04793, GST: 69AND S3862Z3."
INS-352673,Christina Robinson,1968-04-11,2318037,Vehicle,2022-07-21,2025-12-17,5370.96,DNBD85723920957693,MQQQ03044,24AND S2064Z2,FID-1019,Christina Crawford,"Christina Robinson holds a Vehicle insurance with policy number 2318037. It was issued on 2022-07-21 and is valid till 2025-12-17. The premium is ₹5370.96. Family ID: FID-1019. Nominee: Christina Crawford. IFSC: MQQQ03044, GST: 24AND S2064Z2."
INS-416349,Chase Martin,1961-01-11,9124415,Health,2021-10-21,2022-11-13,33042.48,JRJG04572334625685,YSKC05331,57INC6264Z6,FID-1049,Michelle Flores,"Chase Martin holds a Health insurance with policy number 9124415. It was issued on 2021-10-21 and is valid till 2022-11-13. The premium is ₹33042.48. Family ID: FID-1049. Nominee: Michelle Flores. IFSC: YSKC05331, GST: 57INC6264Z6."
INS-845254,Diane Vazquez,1975-06-28,3289755,Life,2021-09-05,2026-05-19,31208.13,HUUM92738265963754,JUTT06743,52GROUP9771Z5,FID-1042,Diane Vazquez,"Diane Vazquez holds a Life insurance with policy number 3289755. It was issued on 2021-09-05 and is valid till 2026-05-19. The premium is ₹31208.13. Family ID: FID-1042. Nominee: Diane Vazquez. IFSC: JUTT06743, GST: 52GROUP9771Z5."
INS-692950,Rodney Garcia,1954-12-03,1891986,Health,2021-01-08,2025-12-28,22847.45,ECKG26982219703288,UXEO05802,22AND S8986Z1,FID-1020,Samuel Fletcher,"Rodney Garcia holds a Health insurance with policy number 1891986. It was issued on 2021-01-08 and is valid till 2025-12-28. The premium is ₹22847.45. Family ID: FID-1020. Nominee: Samuel Fletcher. IFSC: UXEO05802, GST: 22AND S8986Z1."
INS-408064,Christine Snyder,1997-10-10,7418768,Travel,2024-06-07,2028-05-11,3138.16,ZHTS28836837679839,VMTY01059,10LLC8641Z2,FID-1029,Anthony Mahoney,"Christine Snyder holds a Travel insurance with policy number 7418768. It was issued on 2024-06-07 and is valid till 2028-05-11. The premium is ₹3138.16. Family ID: FID-1029. Nominee: Anthony Mahoney. IFSC: VMTY01059, GST: 10LLC8641Z2."
INS-941894,Jeffery Herman,1979-10-28,6565325,Vehicle,2021-09-14,2026-01-24,31281.82,HOHN42837351155333,IEBQ04758,35GROUP5632Z3,FID-1038,Duane Herrera,"Jeffery Herman holds a Vehicle insurance with policy number 6565325. It was issued on 2021-09-14 and is valid till 2026-01-24. The premium is ₹31281.82. Family ID: FID-1038. Nominee: Duane Herrera. IFSC: IEBQ04758, GST: 35GROUP5632Z3."
INS-539826,Elizabeth Pratt DDS,1972-06-15,5397511,Health,2020-12-22,2023-02-13,48407.04,HHTQ83685278331138,WBVG09015,56LLC8081Z7,FID-1011,Olivia Morrow,"Elizabeth Pratt DDS holds a Health insurance with policy number 5397511. It was issued on 2020-12-22 and is valid till 2023-02-13. The premium is ₹48407.04. Family ID: FID-1011. Nominee: Olivia Morrow. IFSC: WBVG09015, GST: 56LLC8081Z7."
INS-172395,Timothy Kennedy DDS,1989-04-11,1665297,Travel,2024-12-16,2028-05-18,19520.88,MJQW82625855790373,NREM04557,62INC4435Z1,FID-1020,Samuel Fletcher,"Timothy Kennedy DDS holds a Travel insurance with policy number 1665297. It was issued on 2024-12-16 and is valid till 2028-05-18. The premium is ₹19520.88. Family ID: FID-1020. Nominee: Samuel Fletcher. IFSC: NREM04557, GST: 62INC4435Z1."
INS-585737,Patrick Collins Jr.,1960-08-14,2461134,Travel,2023-10-28,2025-05-13,27239.52,KDLD71261616538961,RVTI04124,64PLC3207Z2,FID-1024,Mallory Parker,"Patrick Collins Jr. holds a Travel insurance with policy number 2461134. It was issued on 2023-10-28 and is valid till 2025-05-13. The premium is ₹27239.52. Family ID: FID-1024. Nominee: Mallory Parker. IFSC: RVTI04124, GST: 64PLC3207Z2."
INS-721958,Richard Vasquez,1991-03-25,1167657,Vehicle,2020-11-27,2022-12-22,11355.26,OXNX56541941509598,KHFJ06161,53INC8302Z4,FID-1008,Linda Evans,"Richard Vasquez holds a Vehicle insurance with policy number 1167657. It was issued on 2020-11-27 and is valid till 2022-12-22. The premium is ₹11355.26. Family ID: FID-1008. Nominee: Linda Evans. IFSC: KHFJ06161, GST: 53INC8302Z4."
INS-479039,Terry Rodriguez,1960-01-19,3401419,Vehicle,2020-11-27,2025-02-13,18293.72,JSOB19562978680855,DGOU02486,78AND S5594Z9,FID-1040,David Cole,"Terry Rodriguez holds a Vehicle insurance with policy number 3401419. It was issued on 2020-11-27 and is valid till 2025-02-13. The premium is ₹18293.72. Family ID: FID-1040. Nominee: David Cole. IFSC: DGOU02486, GST: 78AND S5594Z9."
INS-558454,Richard Hall,1978-11-19,8160753,Travel,2020-12-13,2022-01-05,34261.18,AEYT49030812300275,IGBS02536,43INC8350Z8,FID-1007,Julia Alexander,"Richard Hall holds a Travel insurance with policy number 8160753. It was issued on 2020-12-13 and is valid till 2022-01-05. The premium is ₹34261.18. Family ID: FID-1007. Nominee: Julia Alexander. IFSC: IGBS02536, GST: 43INC8350Z8."
INS-920118,Chloe Shepherd,1958-03-10,3924451,Travel,2024-06-19,2026-11-10,14962.01,DQVI97897355822150,WCCR03086,81INC2149Z5,FID-1002,Stacy Weiss,"Chloe Shepherd holds a Travel insurance with policy number 3924451. It was issued on 2024-06-19 and is valid till 2026-11-10. The premium is ₹14962.01. Family ID: FID-1002. Nominee: Stacy Weiss. IFSC: WCCR03086, GST: 81INC2149Z5."
INS-365709,Michelle Reyes,1986-06-25,6717142,Vehicle,2024-12-07,2028-07-20,34750.85,PXFI46180996314904,MQTG04279,40GROUP6335Z4,FID-1018,David Burton Jr.,"Michelle Reyes holds a Vehicle insurance with policy number 6717142. It was issued on 2024-12-07 and is valid till 2028-07-20. The premium is ₹34750.85. Family ID: FID-1018. Nominee: David Burton Jr.. IFSC: MQTG04279, GST: 40GROUP6335Z4."
INS-514875,Dorothy Petersen,1992-01-05,4184492,Vehicle,2020-09-27,2024-01-03,12469.67,ZHFW08858458459180,QYAE02642,92GROUP9010Z4,FID-1002,Travis Brown,"Dorothy Petersen holds a Vehicle insurance with policy number 4184492. It was issued on 2020-09-27 and is valid till 2024-01-03. The premium is ₹12469.67. Family ID: FID-1002. Nominee: Travis Brown. IFSC: QYAE02642, GST: 92GROUP9010Z4."
INS-876344,John Parker,1993-03-03,6973737,Home,2021-10-28,2024-08-25,36356.66,XMST66316089120133,RZBK02954,78PLC1455Z9,FID-1031,Tammie Collins,"John Parker holds a Home insurance with policy number 6973737. It was issued on 2021-10-28 and is valid till 2024-08-25. The premium is ₹36356.66. Family ID: FID-1031. Nominee: Tammie Collins. IFSC: RZBK02954, GST: 78PLC1455Z9."
INS-486946,Patrick Collins Jr.,1960-08-14,6143891,Health,2024-04-11,2028-07-04,49374.28,EWYP80313054321686,IXIK07353,30LLC2267Z4,FID-1024,Mallory Parker,"Patrick Collins Jr. holds a Health insurance with policy number 6143891. It was issued on 2024-04-11 and is valid till 2028-07-04. The premium is ₹49374.28. Family ID: FID-1024. Nominee: Mallory Parker. IFSC: IXIK07353, GST: 30LLC2267Z4."
INS-189858,David Ortiz,1979-06-09,8827065,Vehicle,2021-11-30,2025-01-02,37653.19,VRZY12249184593011,RSNQ07141,94INC6402Z8,FID-1008,David Ortiz,"David Ortiz holds a Vehicle insurance with policy number 8827065. It was issued on 2021-11-30 and is valid till 2025-01-02. The premium is ₹37653.19. Family ID: FID-1008. Nominee: David Ortiz. IFSC: RSNQ07141, GST: 94INC6402Z8."
INS-389267,Haley Padilla,1968-03-28,1292366,Home,2020-07-30,2024-10-22,4209.36,NLCN56918462327165,TOWL07130,69PLC5079Z1,FID-1014,Amy Carrillo,"Haley Padilla holds a Home insurance with policy number 1292366. It was issued on 2020-07-30 and is valid till 2024-10-22. The premium is ₹4209.36. Family ID: FID-1014. Nominee: Amy Carrillo. IFSC: TOWL07130, GST: 69PLC5079Z1."
INS-942315,Robert Garrett,1969-08-13,7300075,Travel,2023-07-15,2025-01-06,24140.86,SJJM10978706219743,BHIE04168,69LTD2617Z3,FID-1032,Robert Garrett,"Robert Garrett holds a Travel insurance with policy number 7300075. It was issued on 2023-07-15 and is valid till 2025-01-06. The premium is ₹24140.86. Family ID: FID-1032. Nominee: Robert Garrett. IFSC: BHIE04168, GST: 69LTD2617Z3."
INS-344095,Michael Blair,2003-12-25,8196796,Travel,2020-11-09,2024-12-04,26048.42,SEVK81521504254816,XKUU03098,86GROUP5737Z4,FID-1031,Tammie Collins,"Michael Blair holds a Travel insurance with policy number 8196796. It was issued on 2020-11-09 and is valid till 2024-12-04. The premium is ₹26048.42. Family ID: FID-1031. Nominee: Tammie Collins. IFSC: XKUU03098, GST: 86GROUP5737Z4."
INS-716677,Ashley Garrett,1966-05-27,6684792,Vehicle,2021-02-22,2023-02-19,43694.69,JEWS79874985835434,MJIK02224,91AND S6616Z8,FID-1047,Jennifer Sanchez,"Ashley Garrett holds a Vehicle insurance with policy number 6684792. It was issued on 2021-02-22 and is valid till 2023-02-19. The premium is ₹43694.69. Family ID: FID-1047. Nominee: Jennifer Sanchez. IFSC: MJIK02224, GST: 91AND S6616Z8."
INS-504565,Janet Stevenson,1976-08-08,5969052,Vehicle,2021-09-28,2026-06-28,41267.48,UKCB26646540020303,UELX07739,71AND S9070Z9,FID-1004,Amanda Gamble,"Janet Stevenson holds a Vehicle insurance with policy number 5969052. It was issued on 2021-09-28 and is valid till 2026-06-28. The premium is ₹41267.48. Family ID: FID-1004. Nominee: Amanda Gamble. IFSC: UELX07739, GST: 71AND S9070Z9."
INS-817938,Alyssa Martin,1997-01-15,3273134,Home,2022-05-24,2024-05-02,16127.21,MJHW94713820645012,UPDQ05380,95GROUP1545Z8,FID-1010,Alyssa Martin,"Alyssa Martin holds a Home insurance with policy number 3273134. It was issued on 2022-05-24 and is valid till 2024-05-02. The premium is ₹16127.21. Family ID: FID-1010. Nominee: Alyssa Martin. IFSC: UPDQ05380, GST: 95GROUP1545Z8."
INS-561371,Veronica Day,1988-12-26,3557698,Health,2025-06-22,2027-03-15,36895.82,RSRM16211882409341,CQWD02735,43PLC1031Z2,FID-1026,Robert Gordon,"Veronica Day holds a Health insurance with policy number 3557698. It was issued on 2025-06-22 and is valid till 2027-03-15. The premium is ₹36895.82. Family ID: FID-1026. Nominee: Robert Gordon. IFSC: CQWD02735, GST: 43PLC1031Z2."
INS-696467,Jennifer Sanchez,1984-06-04,7484762,Life,2023-07-26,2028-03-17,3298.05,HFGV49672014344998,YKRT07992,38INC6241Z8,FID-1047,Christopher Atkinson,"Jennifer Sanchez holds a Life insurance with policy number 7484762. It was issued on 2023-07-26 and is valid till 2028-03-17. The premium is ₹3298.05. Family ID: FID-1047. Nominee: Christopher Atkinson. IFSC: YKRT07992, GST: 38INC6241Z8."
INS-528365,Terry Rodriguez,1960-01-19,9270915,Vehicle,2021-10-19,2026-01-13,29539.95,AUPJ45755577089886,CHQX06816,58AND S9614Z3,FID-1040,David Cole,"Terry Rodriguez holds a Vehicle insurance with policy number 9270915. It was issued on 2021-10-19 and is valid till 2026-01-13. The premium is ₹29539.95. Family ID: FID-1040. Nominee: David Cole. IFSC: CHQX06816, GST: 58AND S9614Z3."
INS-481006,Tammy George,1963-07-23,4155621,Health,2023-12-26,2027-09-03,49087.2,NTMN18750729432994,QAES01391,30INC2982Z1,FID-1033,Tammy George,"Tammy George holds a Health insurance with policy number 4155621. It was issued on 2023-12-26 and is valid till 2027-09-03. The premium is ₹49087.2. Family ID: FID-1033. Nominee: Tammy George. IFSC: QAES01391, GST: 30INC2982Z1."
INS-725096,Sarah Rodriguez,1960-11-18,9893323,Home,2022-11-20,2026-04-17,16097.69,ZITF55685932090423,OKWA07445,40LTD9044Z2,FID-1048,Krystal Mullen,"Sarah Rodriguez holds a Home insurance with policy number 9893323. It was issued on 2022-11-20 and is valid till 2026-04-17. The premium is ₹16097.69. Family ID: FID-1048. Nominee: Krystal Mullen. IFSC: OKWA07445, GST: 40LTD9044Z2."
INS-958177,Diane Vazquez,1975-06-28,8101320,Vehicle,2025-04-28,2026-12-08,26741.38,OQPU33640615832154,LXSU06340,64AND S3601Z4,FID-1042,Diane Vazquez,"Diane Vazquez holds a Vehicle insurance with policy number 8101320. It was issued on 2025-04-28 and is valid till 2026-12-08. The premium is ₹26741.38. Family ID: FID-1042. Nominee: Diane Vazquez. IFSC: LXSU06340, GST: 64AND S3601Z4."
INS-229383,Emily Case,1965-07-10,5615120,Travel,2023-08-03,2025-04-30,26402.57,GGXS72826044110635,KJNH01084,65PLC3866Z8,FID-1022,Haley Vaughn,"Emily Case holds a Travel insurance with policy number 5615120. It was issued on 2023-08-03 and is valid till 2025-04-30. The premium is ₹26402.57. Family ID: FID-1022. Nominee: Haley Vaughn. IFSC: KJNH01084, GST: 65PLC3866Z8."
INS-543278,Heather Sanchez,1989-04-17,1461242,Home,2025-02-15,2029-06-14,10874.93,RYAD85727098455706,UJYL03222,53AND S2358Z2,FID-1011,Olivia Morrow,"Heather Sanchez holds a Home insurance with policy number 1461242. It was issued on 2025-02-15 and is valid till 2029-06-14. The premium is ₹10874.93. Family ID: FID-1011. Nominee: Olivia Morrow. IFSC: UJYL03222, GST: 53AND S2358Z2."
INS-723684,Patrick Collins Jr.,1960-08-14,9786662,Health,2022-02-14,2023-11-21,42373.09,DBVY93380665187416,MLPE09467,17GROUP3783Z7,FID-1024,Mallory Parker,"Patrick Collins Jr. holds a Health insurance with policy number 9786662. It was issued on 2022-02-14 and is valid till 2023-11-21. The premium is ₹42373.09. Family ID: FID-1024. Nominee: Mallory Parker. IFSC: MLPE09467, GST: 17GROUP3783Z7."
INS-150658,Gina Santos,1971-07-17,1782644,Life,2020-08-05,2025-06-11,6572.8,VRUT23674516836603,RVKD02432,36LLC5677Z5,FID-1012,Ian Blake,"Gina Santos holds a Life insurance with policy number 1782644. It was issued on 2020-08-05 and is valid till 2025-06-11. The premium is ₹6572.8. Family ID: FID-1012. Nominee: Ian Blake. IFSC: RVKD02432, GST: 36LLC5677Z5."
INS-650717,John Rodriguez,1981-05-08,4906735,Life,2023-01-05,2024-08-25,17118.03,VMGP96560965251621,LWEL05530,86LLC9244Z5,FID-1022,Derek Martin,"John Rodriguez holds a Life insurance with policy number 4906735. It was issued on 2023-01-05 and is valid till 2024-08-25. The premium is ₹17118.03. Family ID: FID-1022. Nominee: Derek Martin. IFSC: LWEL05530, GST: 86LLC9244Z5."
INS-771837,John Mejia,1991-05-27,7406712,Vehicle,2024-08-22,2027-10-05,15787.77,OSZI59867422572022,NYFW08618,71LLC2974Z9,FID-1036,John Mejia,"John Mejia holds a Vehicle insurance with policy number 7406712. It was issued on 2024-08-22 and is valid till 2027-10-05. The premium is ₹15787.77. Family ID: FID-1036. Nominee: John Mejia. IFSC: NYFW08618, GST: 71LLC2974Z9."
INS-798353,Heather Yates,1971-10-01,6362432,Health,2024-05-21,2026-11-07,5035.69,ZQXA06237158162903,BBKU09091,64AND S9080Z7,FID-1023,Linda Fowler,"Heather Yates holds a Health insurance with policy number 6362432. It was issued on 2024-05-21 and is valid till 2026-11-07. The premium is ₹5035.69. Family ID: FID-1023. Nominee: Linda Fowler. IFSC: BBKU09091, GST: 64AND S9080Z7."
INS-291951,Roberta Lynch,1955-02-03,9380333,Life,2022-11-14,2024-03-28,19724.71,ABFS85398738647147,MMJJ01726,73LTD3683Z9,FID-1030,Chad Mccarthy,"Roberta Lynch holds a Life insurance with policy number 9380333. It was issued on 2022-11-14 and is valid till 2024-03-28. The premium is ₹19724.71. Family ID: FID-1030. Nominee: Chad Mccarthy. IFSC: MMJJ01726, GST: 73LTD3683Z9."
INS-986644,James Thompson,1964-02-20,7101947,Home,2024-01-22,2027-02-27,17449.13,JGYW84033516758150,DYUZ04938,10LTD1576Z3,FID-1026,Catherine Hernandez,"James Thompson holds a Home insurance with policy number 7101947. It was issued on 2024-01-22 and is valid till 2027-02-27. The premium is ₹17449.13. Family ID: FID-1026. Nominee: Catherine Hernandez. IFSC: DYUZ04938, GST: 10LTD1576Z3."
INS-214649,Selena Norris,1980-10-10,5631066,Life,2022-01-27,2025-11-28,36517.35,LKMU04679887200588,IBRN09663,61PLC1785Z7,FID-1009,Selena Norris,"Selena Norris holds a Life insurance with policy number 5631066. It was issued on 2022-01-27 and is valid till 2025-11-28. The premium is ₹36517.35. Family ID: FID-1009. Nominee: Selena Norris. IFSC: IBRN09663, GST: 61PLC1785Z7."
INS-363562,Theresa Ryan,1984-03-07,7151097,Travel,2025-03-18,2029-08-02,44431.92,SEES79325388316381,GACS09670,25AND S7140Z2,FID-1006,Sheri Morgan,"Theresa Ryan holds a Travel insurance with policy number 7151097. It was issued on 2025-03-18 and is valid till 2029-08-02. The premium is ₹44431.92. Family ID: FID-1006. Nominee: Sheri Morgan. IFSC: GACS09670, GST: 25AND S7140Z2."
INS-599502,Lori Santiago,2003-11-30,8031436,Home,2020-09-28,2024-06-25,20704.9,QMOO59939734870481,DORP01938,15AND S7492Z6,FID-1040,Terry Rodriguez,"Lori Santiago holds a Home insurance with policy number 8031436. It was issued on 2020-09-28 and is valid till 2024-06-25. The premium is ₹20704.9. Family ID: FID-1040. Nominee: Terry Rodriguez. IFSC: DORP01938, GST: 15AND S7492Z6."
INS-806314,Gina Santos,1971-07-17,1411502,Travel,2024-12-08,2029-02-23,33171.76,AQAB36889339192239,AASW03703,74AND S6787Z8,FID-1012,Gina Santos,"Gina Santos holds a Travel insurance with policy number 1411502. It was issued on 2024-12-08 and is valid till 2029-02-23. The premium is ₹33171.76. Family ID: FID-1012. Nominee: Gina Santos. IFSC: AASW03703, GST: 74AND S6787Z8."
INS-623720,Ian Blake,2003-01-07,9037148,Health,2020-08-03,2023-11-27,31551.68,OOSN70123271632459,AHGP02717,98LTD9552Z9,FID-1012,Ian Blake,"Ian Blake holds a Health insurance with policy number 9037148. It was issued on 2020-08-03 and is valid till 2023-11-27. The premium is ₹31551.68. Family ID: FID-1012. Nominee: Ian Blake. IFSC: AHGP02717, GST: 98LTD9552Z9."
INS-579851,Rachel Goodman,1997-07-12,7597879,Life,2023-05-11,2027-06-19,31062.47,WPWJ64895591695290,BISW03418,95PLC8940Z6,FID-1042,Douglas Kelly,"Rachel Goodman holds a Life insurance with policy number 7597879. It was issued on 2023-05-11 and is valid till 2027-06-19. The premium is ₹31062.47. Family ID: FID-1042. Nominee: Douglas Kelly. IFSC: BISW03418, GST: 95PLC8940Z6."
INS-914363,Michael Barnes,1976-02-11,2839754,Vehicle,2021-08-27,2026-03-22,8466.82,VJON18193141218851,VLKX02130,96INC1808Z8,FID-1037,Zachary Elliott,"Michael Barnes holds a Vehicle insurance with policy number 2839754. It was issued on 2021-08-27 and is valid till 2026-03-22. The premium is ₹8466.82. Family ID: FID-1037. Nominee: Zachary Elliott. IFSC: VLKX02130, GST: 96INC1808Z8."
INS-233685,Matthew Nelson,1968-12-12,7037448,Home,2021-12-26,2023-09-21,41880.02,PMFP34598368211533,YTHN06978,51GROUP6979Z2,FID-1036,Matthew Nelson,"Matthew Nelson holds a Home insurance with policy number 7037448. It was issued on 2021-12-26 and is valid till 2023-09-21. The premium is ₹41880.02. Family ID: FID-1036. Nominee: Matthew Nelson. IFSC: YTHN06978, GST: 51GROUP6979Z2."
INS-116398,Rodney Garcia,1954-12-03,4964258,Home,2025-02-23,2029-08-25,28709.28,PDRW80521848212632,FENZ09343,72LTD7392Z5,FID-1020,Samuel Fletcher,"Rodney Garcia holds a Home insurance with policy number 4964258. It was issued on 2025-02-23 and is valid till 2029-08-25. The premium is ₹28709.28. Family ID: FID-1020. Nominee: Samuel Fletcher. IFSC: FENZ09343, GST: 72LTD7392Z5."
INS-918285,Matthew Nelson,1968-12-12,6664506,Health,2023-08-29,2027-09-09,34290.75,JEFD40197533947025,KNID06841,63GROUP3152Z2,FID-1036,Matthew Nelson,"Matthew Nelson holds a Health insurance with policy number 6664506. It was issued on 2023-08-29 and is valid till 2027-09-09. The premium is ₹34290.75. Family ID: FID-1036. Nominee: Matthew Nelson. IFSC: KNID06841, GST: 63GROUP3152Z2."
INS-920458,Christopher Knox,1991-03-25,3162046,Health,2021-07-26,2022-08-01,15379.63,BSNY15740783620058,BIZO04591,43INC3963Z2,FID-1041,William Garcia,"Christopher Knox holds a Health insurance with policy number 3162046. It was issued on 2021-07-26 and is valid till 2022-08-01. The premium is ₹15379.63. Family ID: FID-1041. Nominee: William Garcia. IFSC: BIZO04591, GST: 43INC3963Z2."
INS-212442,Kimberly Wilson,1955-06-08,4778486,Life,2021-02-15,2022-03-25,34222.78,PVGN21736035777562,GBYN02599,37LLC1380Z5,FID-1005,Sharon Howell,"Kimberly Wilson holds a Life insurance with policy number 4778486. It was issued on 2021-02-15 and is valid till 2022-03-25. The premium is ₹34222.78. Family ID: FID-1005. Nominee: Sharon Howell. IFSC: GBYN02599, GST: 37LLC1380Z5."
